route_short_name,stop_sequence,stop_name,stop_lat,stop_lon
S3,10,Sant Boi,41.34856143,2.042855988
S3,10,Sant Josep,41.36070098,2.10991665
S3,11,Molí Nou - Ciutat Cooperativa,41.35751473,2.035276936
S3,11,Gornal,41.35488589,2.117431558
S3,12,Colònia Güell,41.36386336,2.031859416
S3,12,Europa | Fira,41.35655892,2.124199344
S3,13,Santa Coloma de Cervelló,41.37064766,2.023520241
S3,13,Ildefons Cerdà,41.36090867,2.130023266
S3,14,Sant Vicenç dels Horts,41.38810839,2.012398952
S3,14,Magòria La Campana,41.36748768,2.138879447
S3,15,Can Ros,41.39882061,2.005346458
S3,15,Barcelona - Plaça Espanya,41.3747199,2.148458333
S4,1,Barcelona - Plaça Espanya,41.3747199,2.148458333
S4,1,Olesa de Montserrat,41.54105908,1.888618922
S4,2,Magòria La Campana,41.36748768,2.138879447
S4,2,Abrera,41.52256137,1.906805399
S4,3,Ildefons Cerdà,41.36090867,2.130023266
