route_short_name,stop_sequence,stop_name,stop_lat,stop_lon
S4,3,Martorell Enllaç,41.48396936,1.918677519
S4,4,Europa | Fira,41.35655892,2.124199344
S4,4,Martorell Central,41.4792845,1.925294975
S4,5,Gornal,41.35488589,2.117431558
S4,5,Martorell Vila,41.4758714,1.938956855
S4,6,Sant Josep,41.36070098,2.10991665
S4,6,El Palau,41.45588074,1.9622947
S4,7,L'Hospitalet Av. Carrilet,41.35793378,2.102709519
S4,7,Sant Andreu de la Barca,41.44648001,1.973673502
S4,8,Almeda,41.35306747,2.085251402
S4,8,Pallejà,41.42078685,1.995677605
S4,9,Cornellà Riera,41.35147828,2.071263627
S4,9,Quatre Camins,41.40629238,2.001715183
S4,10,Sant Boi,41.34856143,2.042855988
S4,10,Can Ros,41.39882061,2.005346458
S4,11,Molí Nou - Ciutat Cooperativa,41.35751473,2.035276936
S4,11,Sant Vicenç dels Horts,41.38810839,2.012398952
S4,12,Colònia Güell,41.36386336,2.031859416
S4,12,Santa Coloma de Cervelló,41.37064766,2.023520241
S4,13,Santa Coloma de Cervelló,41.37064766,2.023520241
S4,13,Colònia Güell,41.36386336,2.031859416
S4,14,Sant Vicenç dels Horts,41.38810839,2.012398952
S4,14,Molí Nou - Ciutat Cooperativa,41.35751473,2.035276936
S4,15,Can Ros,41.39882061,2.005346458
S4,15,Sant Boi,41.34856143,2.042855988
S4,16,Quatre Camins,41.40629238,2.001715183
S4,16,Cornellà Riera,41.35147828,2.071263627
S4,17,Pallejà,41.42078685,1.995677605
S4,17,Almeda,41.35306747,2.085251402
S4,18,Sant Andreu de la Barca,41.44648001,1.973673502
S4,18,L'Hospitalet Av. Carrilet,41.35793378,2.102709519
S4,19,El Palau,41.45588074,1.9622947
S4,19,Sant Josep,41.36070098,2.10991665
S4,20,Martorell Vila,41.4758714,1.938956855
S4,20,Gornal,41.35488589,2.117431558
S4,21,Martorell Central,41.4792845,1.925294975
S4,21,Europa | Fira,41.35655892,2.124199344
S4,22,Martorell Enllaç,41.48396936,1.918677519
S4,22,Ildefons Cerdà,41.36090867,2.130023266
S4,23,Abrera,41.52256137,1.906805399
S4,23,Magòria La Campana,41.36748768,2.138879447
S4,24,Olesa de Montserrat,41.54105908,1.888618922
S4,24,Barcelona - Plaça Espanya,41.3747199,2.148458333
S8,1,Barcelona - Plaça Espanya,41.3747199,2.148458333
S8,1,Martorell Enllaç,41.48396936,1.918677519
S8,2,Magòria La Campana,41.36748768,2.138879447
S8,2,Martorell Central,41.4792845,1.925294975
S8,3,Ildefons Cerdà,41.36090867,2.130023266
S8,3,Martorell Vila,41.4758714,1.938956855
S8,4,Europa | Fira,41.35655892,2.124199344
S8,4,El Palau,41.45588074,1.9622947
S8,5,Gornal,41.35488589,2.117431558
S8,5,Sant Andreu de la Barca,41.44648001,1.973673502
S8,6,Sant Josep,41.36070098,2.10991665
S8,6,Pallejà,41.42078685,1.995677605
S8,7,L'Hospitalet Av. Carrilet,41.35793378,2.102709519
S8,7,Quatre Camins,41.40629238,2.001715183
S8,8,Almeda,41.35306747,2.085251402
S8,8,Can Ros,41.39882061,2.005346458
S8,9,Cornellà Riera,41.35147828,2.071263627
S8,9,Sant Vicenç dels Horts,41.38810839,2.012398952
S8,10,Sant Boi,41.34856143,2.042855988
S8,10,Santa Coloma de Cervelló,41.37064766,2.023520241
S8,11,Molí Nou - Ciutat Cooperativa,41.35751473,2.035276936
S8,11,Colònia Güell,41.36386336,2.031859416
S8,12,Colònia Güell,41.36386336,2.031859416
S8,12,Molí Nou - Ciutat Cooperativa,41.35751473,2.035276936
S8,13,Santa Coloma de Cervelló,41.37064766,2.023520241
S8,13,Sant Boi,41.34856143,2.042855988
S8,14,Sant Vicenç dels Horts,41.38810839,2.012398952
S8,14,Cornellà Riera,41.35147828,2.071263627
S8,15,Can Ros,41.39882061,2.005346458
S8,15,Almeda,41.35306747,2.085251402
S8,16,Quatre Camins,41.40629238,2.001715183
S8,16,L'Hospitalet Av. Carrilet,41.35793378,2.102709519
S8,17,Pallejà,41.42078685,1.995677605
S8,17,Sant Josep,41.36070098,2.10991665
S8,18,Sant Andreu de la Barca,41.44648001,1.973673502
S8,18,Gornal,41.35488589,2.117431558
S8,19,El Palau,41.45588074,1.9622947
S8,19,Europa | Fira,41.35655892,2.124199344
S8,20,Martorell Vila,41.4758714,1.938956855
S8,20,Ildefons Cerdà,41.36090867,2.130023266
S8,21,Martorell Central,41.4792845,1.925294975
S8,21,Magòria La Campana,41.36748768,2.138879447
S8,22,Martorell Enllaç,41.48396936,1.918677519
S8,22,Barcelona - Plaça Espanya,41.3747199,2.148458333
S9,1,Barcelona - Plaça Espanya,41.3747199,2.148458333
S9,1,Quatre Camins,41.40629238,2.001715183
S9,2,Magòria La Campana,41.36748768,2.138879447
S9,2,Can Ros,41.39882061,2.005346458
S9,3,Ildefons Cerdà,41.36090867,2.130023266
S9,3,Sant Vicenç dels Horts,41.38810839,2.012398952
S9,4,Europa | Fira,41.35655892,2.124199344
S9,4,Santa Coloma de Cervelló,41.37064766,2.023520241
S9,5,Gornal,41.35488589,2.117431558
S9,5,Colònia Güell,41.36386336,2.031859416
S9,6,Sant Josep,41.36070098,2.10991665
S9,6,Molí Nou - Ciutat Cooperativa,41.35751473,2.035276936
S9,7,L'Hospitalet Av. Carrilet,41.35793378,2.102709519
S9,7,Sant Boi,41.34856143,2.042855988
S9,8,Almeda,41.35306747,2.085251402
S9,8,Cornellà Riera,41.35147828,2.071263627
S9,9,Cornellà Riera,41.35147828,2.071263627
S9,9,Almeda,41.35306747,2.085251402
S9,10,Sant Boi,41.34856143,2.042855988
S9,10,L'Hospitalet Av. Carrilet,41.35793378,2.102709519
S9,11,Molí Nou - Ciutat Cooperativa,41.35751473,2.035276936
S9,11,Sant Josep,41.36070098,2.10991665
S9,12,Colònia Güell,41.36386336,2.031859416
S9,12,Gornal,41.35488589,2.117431558
S9,13,Santa Coloma de Cervelló,41.37064766,2.023520241
S9,13,Europa | Fira,41.35655892,2.124199344
S9,14,Sant Vicenç dels Horts,41.38810839,2.012398952
S9,14,Ildefons Cerdà,41.36090867,2.130023266
S9,15,Can Ros,41.39882061,2.005346458
S9,15,Magòria La Campana,41.36748768,2.138879447
S9,16,Quatre Camins,41.40629238,2.001715183
S9,16,Barcelona - Plaça Espanya,41.3747199,2.148458333
